internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-04600,Harbour Ports Project 04600,Ministry of Education,NTPC,Ports,Mizoram,Harbour,2024-08-27,2025-06-10,2029-12-27,2029-12-27,22.69,23.23,PRJ-163547,OCMS-762169,PM-3143454
PAI-04601,Bridge Roads Project 04601,Ministry of Health & Family Welfare,IRCON,Roads,Nagaland,Bridge,2025-04-04,2025-05-14,2030-02-27,2030-02-27,19.05,22.21,PRJ-306515,OCMS-262826,PM-9963222
PAI-04602,Freight Corridor Railways Project 04602,Ministry of Housing & Urban Affairs,IRCON,Railways,Karnataka,Freight Corridor,2025-05-21,2026-01-06,2028-01-14,2028-01-14,39.73,47.85,PRJ-942769,OCMS-887536,PM-2884414
PAI-04603,River Management Water Project 04603,Ministry of Road Transport & Highways,NHPC,Water,Manipur,River Management,2024-03-09,2024-04-22,2025-11-14,2025-11-14,104.57,132.81,PRJ-897055,OCMS-508476,PM-3931675
PAI-04604,Renewable Energy Power Project 04604,Ministry of Education,NHPC,Power,Rajasthan,Renewable Energy,2024-06-07,2024-09-22,2028-09-23,2028-10-23,14.2,16.68,PRJ-909869,OCMS-621119,PM-3259988
PAI-04605,Urban Mobility Urban Development Project 04605,Ministry of Health & Family Welfare,NTPC,Urban Development,Jharkhand,Urban Mobility,2024-04-04,2024-08-27,2026-12-07,2026-12-07,15.39,17.46,PRJ-244463,OCMS-896190,PM-3841902
PAI-04606,Hospital Healthcare Project 04606,Ministry of Health & Family Welfare,NTPC,Healthcare,Uttarakhand,Hospital,2024-11-29,2025-02-23,2026-11-26,2027-01-25,22.31,25.84,PRJ-381395,OCMS-628989,PM-9038015
PAI-04607,School Education Project 04607,Ministry of Road Transport & Highways,NTPC,Education,Maharashtra,School,2023-10-07,2024-02-02,2027-10-05,2028-07-01,50.51,55.0,PRJ-317361,OCMS-229281,PM-7028066
PAI-04608,Logistics Hub Ports Project 04608,Ministry of Power,Jal Board,Ports,Andhra Pradesh,Logistics Hub,2023-11-22,2024-08-12,2027-09-11,2027-09-11,31.87,34.07,PRJ-457735,OCMS-334743,PM-7930738
PAI-04609,Bridge Roads Project 04609,"Ministry of Ports, Shipping & Waterways",IRCON,Roads,Jharkhand,Bridge,2025-04-01,2025-12-10,2030-02-17,2030-03-19,104.96,115.29,PRJ-124069,OCMS-237762,PM-2216767
PAI-04610,Bridge Railways Project 04610,Ministry of Road Transport & Highways,NHAI,Railways,Delhi,Bridge,2025-03-09,2025-11-06,2028-06-27,2028-06-27,19.7,24.92,PRJ-628494,OCMS-545919,PM-2893057
PAI-04611,Water Supply Water Project 04611,Ministry of Education,RVNL,Water,Bihar,Water Supply,2023-01-26,2023-02-26,2026-12-12,2026-12-12,21.94,25.89,PRJ-530338,OCMS-455686,PM-8992316
PAI-04612,Generation Power Project 04612,Ministry of Power,Metro Rail Corporation,Power,Gujarat,Generation,2024-11-07,2025-01-30,2028-07-08,2028-08-07,33.87,37.97,PRJ-378448,OCMS-684826,PM-7977450
PAI-04613,Housing Urban Development Project 04613,Ministry of Road Transport & Highways,NTPC,Urban Development,Madhya Pradesh,Housing,2025-01-17,2025-05-03,2029-12-05,2029-12-05,68.6,80.6,PRJ-909775,OCMS-321815,PM-7671954
PAI-04614,Health Centre Healthcare Project 04614,Ministry of Health & Family Welfare,CPWD,Healthcare,Karnataka,Health Centre,2023-12-05,2024-02-27,2028-01-13,2028-01-13,36.1,46.13,PRJ-837928,OCMS-549472,PM-9671147
PAI-04615,Research Facility Education Project 04615,Ministry of Housing & Urban Affairs,Metro Rail Corporation,Education,Odisha,Research Facility,2024-07-18,2024-11-13,2029-08-27,2029-08-27,60.7,75.66,PRJ-818246,OCMS-410389,PM-2547568
PAI-04616,Port Expansion Ports Project 04616,Ministry of Housing & Urban Affairs,NHAI,Ports,Maharashtra,Port Expansion,2024-07-03,2025-04-17,2028-03-30,2028-05-29,18.87,19.06,PRJ-717981,OCMS-299374,PM-4055214
PAI-04617,Expressway Roads Project 04617,Ministry of Railways,Metro Rail Corporation,Roads,West Bengal,Expressway,2023-12-11,2024-04-23,2028-04-14,2028-06-13,66.63,80.64,PRJ-863791,OCMS-595569,PM-5735253
PAI-04618,Station Railways Project 04618,Ministry of Education,CPWD,Railways,Rajasthan,Station,2023-09-28,2024-07-21,2027-07-03,2027-10-01,21.66,24.41,PRJ-856505,OCMS-369940,PM-6033444
PAI-04619,Dam Water Project 04619,Ministry of Health & Family Welfare,National Highways Authority,Water,Gujarat,Dam,2024-05-03,2024-09-14,2027-08-27,2027-08-27,23.54,25.53,PRJ-305247,OCMS-400258,PM-7090130
PAI-04620,Transmission Power Project 04620,Ministry of Education,National Highways Authority,Power,Rajasthan,Transmission,2024-03-07,2024-04-14,2027-08-26,2027-10-25,17.52,17.89,PRJ-360681,OCMS-231630,PM-5412590
PAI-04621,Urban Mobility Urban Development Project 04621,Ministry of Jal Shakti,NHAI,Urban Development,Maharashtra,Urban Mobility,2024-12-27,2025-09-29,2027-12-06,2028-06-03,56.17,70.99,PRJ-218362,OCMS-316609,PM-6737945
PAI-04622,Health Centre Healthcare Project 04622,Ministry of Jal Shakti,NTPC,Healthcare,Himachal Pradesh,Health Centre,2024-07-05,2024-11-06,2028-03-24,2028-06-22,12.04,12.43,PRJ-355124,OCMS-170662,PM-6006793
PAI-04623,Research Facility Education Project 04623,Ministry of Railways,National Highways Authority,Education,Karnataka,Research Facility,2023-06-28,2023-08-19,2026-12-17,2026-12-17,22.06,27.85,PRJ-694331,OCMS-534939,PM-1691663
PAI-04624,Terminal Ports Project 04624,Ministry of Railways,NHPC,Ports,Manipur,Terminal,2023-03-08,2023-05-13,2027-05-07,2027-05-07,16.69,19.63,PRJ-247482,OCMS-843934,PM-3566087
PAI-04625,Highway Roads Project 04625,Ministry of Power,Jal Board,Roads,Tripura,Highway,2024-05-09,2024-10-05,2027-12-22,2028-06-19,88.68,109.94,PRJ-790943,OCMS-956070,PM-2696847
PAI-04626,Freight Corridor Railways Project 04626,Ministry of Jal Shakti,NTPC,Railways,Tamil Nadu,Freight Corridor,2024-06-30,2024-10-12,2027-11-29,2028-08-25,27.2,27.61,PRJ-752586,OCMS-214939,PM-7286286
PAI-04627,River Management Water Project 04627,Ministry of Housing & Urban Affairs,NHPC,Water,Nagaland,River Management,2023-07-31,2023-10-14,2027-01-31,2027-10-28,37.46,39.77,PRJ-482966,OCMS-584228,PM-6066397
PAI-04628,Substation Power Project 04628,Ministry of Jal Shakti,RVNL,Power,Delhi,Substation,2024-10-10,2025-01-28,2026-12-09,2026-12-09,12.95,15.34,PRJ-236544,OCMS-827052,PM-3116470
PAI-04629,Housing Urban Development Project 04629,Ministry of Housing & Urban Affairs,RVNL,Urban Development,Maharashtra,Housing,2025-01-06,2025-02-19,2027-09-21,2027-09-21,14.33,16.39,PRJ-398841,OCMS-795954,PM-4750700
PAI-04630,Hospital Healthcare Project 04630,Ministry of Health & Family Welfare,Jal Board,Healthcare,Sikkim,Hospital,2025-04-22,2025-12-30,2028-05-07,2028-05-07,54.19,55.08,PRJ-440183,OCMS-851277,PM-5819628
PAI-04631,University Education Project 04631,"Ministry of Ports, Shipping & Waterways",Jal Board,Education,Telangana,University,2024-01-10,2024-10-24,2027-08-13,2027-08-13,12.03,12.65,PRJ-696265,OCMS-569687,PM-1507447
PAI-04632,Harbour Ports Project 04632,Ministry of Jal Shakti,Jal Board,Ports,Assam,Harbour,2023-03-23,2023-05-31,2026-05-17,2026-05-17,25.82,32.79,PRJ-761913,OCMS-495040,PM-5409581
PAI-04633,Bridge Roads Project 04633,Ministry of Power,CPWD,Roads,Odisha,Bridge,2024-02-14,2024-07-22,2026-09-26,2026-11-25,7.75,8.46,PRJ-214006,OCMS-356133,PM-2228995
PAI-04634,Freight Corridor Railways Project 04634,Ministry of Railways,NHPC,Railways,Rajasthan,Freight Corridor,2024-12-03,2025-03-20,2028-11-16,2028-11-16,35.13,35.26,PRJ-382069,OCMS-818660,PM-6117342
PAI-04635,Irrigation Water Project 04635,Ministry of Jal Shakti,RVNL,Water,Odisha,Irrigation,2024-09-29,2025-02-22,2027-03-20,2027-03-20,61.24,75.03,PRJ-592701,OCMS-941403,PM-5829730
PAI-04636,Generation Power Project 04636,Ministry of Railways,IRCON,Power,Chhattisgarh,Generation,2023-05-30,2023-11-30,2028-10-16,2028-10-16,16.76,21.26,PRJ-831154,OCMS-939693,PM-2798898
PAI-04637,Sewage Urban Development Project 04637,Ministry of Education,IRCON,Urban Development,Manipur,Sewage,2024-10-07,2025-04-17,2028-08-26,2028-11-24,21.18,23.49,PRJ-208657,OCMS-783342,PM-3572155
PAI-04638,Hospital Healthcare Project 04638,Ministry of Education,National Highways Authority,Healthcare,Mizoram,Hospital,2025-06-17,2025-09-01,2027-03-07,2027-04-06,67.74,72.48,PRJ-859029,OCMS-515591,PM-6204460
PAI-04639,School Education Project 04639,Ministry of Health & Family Welfare,NTPC,Education,Telangana,School,2025-04-27,2025-12-17,2027-12-07,2028-06-04,61.22,67.09,PRJ-648859,OCMS-410737,PM-7517441
PAI-04640,Terminal Ports Project 04640,Ministry of Education,NHPC,Ports,Odisha,Terminal,2023-12-24,2024-04-07,2028-07-29,2028-07-29,16.95,18.69,PRJ-209448,OCMS-812200,PM-5706583
PAI-04641,Expressway Roads Project 04641,Ministry of Housing & Urban Affairs,RVNL,Roads,Uttarakhand,Expressway,2024-03-04,2024-06-06,2028-06-28,2028-07-28,15.37,15.78,PRJ-902999,OCMS-335471,PM-2868147
PAI-04642,Bridge Railways Project 04642,Ministry of Health & Family Welfare,Jal Board,Railways,Haryana,Bridge,2023-10-15,2024-03-08,2026-10-05,2026-10-05,100.47,106.82,PRJ-540428,OCMS-869173,PM-7446979
PAI-04643,Water Supply Water Project 04643,Ministry of Road Transport & Highways,CPWD,Water,Uttar Pradesh,Water Supply,2023-12-27,2024-10-12,2027-04-07,2027-04-07,74.99,78.75,PRJ-291235,OCMS-668525,PM-1703831
PAI-04644,Substation Power Project 04644,Ministry of Power,NTPC,Power,Chhattisgarh,Substation,2023-04-02,2023-05-21,2026-03-03,2026-04-02,7.67,8.12,PRJ-799246,OCMS-777628,PM-5723726
PAI-04645,Urban Mobility Urban Development Project 04645,Ministry of Power,NHPC,Urban Development,Nagaland,Urban Mobility,2025-02-18,2025-09-26,2029-11-14,2030-08-11,12.87,13.11,PRJ-858302,OCMS-712227,PM-5803256
PAI-04646,Health Centre Healthcare Project 04646,Ministry of Road Transport & Highways,Metro Rail Corporation,Healthcare,Mizoram,Health Centre,2023-01-31,2023-04-14,2027-05-06,2027-11-02,13.21,16.2,PRJ-326534,OCMS-942820,PM-2298243
PAI-04647,Research Facility Education Project 04647,Ministry of Railways,RVNL,Education,Uttar Pradesh,Research Facility,2025-01-26,2025-05-25,2028-09-25,2028-12-24,16.88,18.3,PRJ-875359,OCMS-376001,PM-4961879
PAI-04648,Port Expansion Ports Project 04648,"Ministry of Ports, Shipping & Waterways",RVNL,Ports,Kerala,Port Expansion,2023-11-10,2024-04-17,2028-05-03,2028-06-02,42.17,50.0,PRJ-776046,OCMS-757038,PM-4314374
PAI-04649,Expressway Roads Project 04649,"Ministry of Ports, Shipping & Waterways",NHAI,Roads,Andhra Pradesh,Expressway,2023-01-01,2023-07-05,2025-10-22,2026-04-20,24.93,31.46,PRJ-726475,OCMS-983237,PM-9934055
PAI-04650,Station Railways Project 04650,Ministry of Housing & Urban Affairs,State PWD,Railways,Tamil Nadu,Station,2024-03-23,2024-12-09,2027-01-31,2027-01-31,24.46,27.85,PRJ-988773,OCMS-738717,PM-6122549
PAI-04651,Water Supply Water Project 04651,Ministry of Power,RVNL,Water,Nagaland,Water Supply,2025-02-15,2025-09-05,2027-12-31,2028-06-28,3.73,3.74,PRJ-894098,OCMS-144742,PM-2025042
PAI-04652,Substation Power Project 04652,Ministry of Road Transport & Highways,RVNL,Power,Mizoram,Substation,2024-04-20,2024-07-05,2027-09-29,2027-09-29,22.13,22.15,PRJ-662819,OCMS-723428,PM-9831356
PAI-04653,Urban Mobility Urban Development Project 04653,Ministry of Health & Family Welfare,State PWD,Urban Development,Himachal Pradesh,Urban Mobility,2023-05-25,2023-09-13,2025-05-19,2025-07-18,43.49,51.19,PRJ-973513,OCMS-704827,PM-6502857
PAI-04654,Medical College Healthcare Project 04654,Ministry of Health & Family Welfare,National Highways Authority,Healthcare,Himachal Pradesh,Medical College,2024-07-26,2025-01-05,2027-10-27,2027-10-27,8.12,9.59,PRJ-389449,OCMS-114845,PM-6914795
PAI-04655,University Education Project 04655,Ministry of Education,National Highways Authority,Education,Mizoram,University,2024-11-02,2024-12-02,2027-04-22,2027-04-22,29.31,36.14,PRJ-948786,OCMS-162722,PM-4315889
PAI-04656,Logistics Hub Ports Project 04656,Ministry of Power,RVNL,Ports,West Bengal,Logistics Hub,2024-02-11,2024-07-25,2026-12-30,2027-03-30,47.95,55.86,PRJ-689000,OCMS-864808,PM-9584565
PAI-04657,Highway Roads Project 04657,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Roads,Gujarat,Highway,2023-12-09,2024-05-05,2026-02-22,2026-11-19,8.41,8.71,PRJ-432608,OCMS-657168,PM-5542632
PAI-04658,Bridge Railways Project 04658,Ministry of Railways,CPWD,Railways,West Bengal,Bridge,2025-05-23,2025-07-26,2029-08-03,2029-09-02,16.02,20.26,PRJ-309164,OCMS-244139,PM-8140766
PAI-04659,Irrigation Water Project 04659,"Ministry of Ports, Shipping & Waterways",NHPC,Water,Madhya Pradesh,Irrigation,2023-05-06,2024-02-17,2026-06-15,2026-09-13,56.33,63.52,PRJ-835647,OCMS-635641,PM-5377311
PAI-04660,Generation Power Project 04660,Ministry of Housing & Urban Affairs,IRCON,Power,Tamil Nadu,Generation,2023-12-19,2024-06-03,2026-05-09,2026-05-09,18.26,20.89,PRJ-501919,OCMS-207342,PM-2257375
PAI-04661,Sewage Urban Development Project 04661,Ministry of Railways,NHPC,Urban Development,Kerala,Sewage,2023-05-13,2023-11-16,2027-10-03,2027-10-03,17.31,21.52,PRJ-756758,OCMS-495658,PM-9104415
PAI-04662,Medical College Healthcare Project 04662,"Ministry of Ports, Shipping & Waterways",Jal Board,Healthcare,Chhattisgarh,Medical College,2023-07-13,2023-11-17,2026-11-03,2026-11-03,10.47,11.6,PRJ-859885,OCMS-173401,PM-2731438
PAI-04663,Research Facility Education Project 04663,Ministry of Housing & Urban Affairs,NHPC,Education,Chhattisgarh,Research Facility,2025-01-27,2025-07-13,2029-05-09,2029-08-07,48.49,50.96,PRJ-216301,OCMS-672456,PM-8239243
PAI-04664,Terminal Ports Project 04664,Ministry of Housing & Urban Affairs,NHAI,Ports,Goa,Terminal,2025-03-15,2025-06-02,2027-05-11,2027-07-10,23.01,23.69,PRJ-278313,OCMS-191423,PM-4379575
PAI-04665,Expressway Roads Project 04665,"Ministry of Ports, Shipping & Waterways",NHAI,Roads,Uttarakhand,Expressway,2023-05-22,2023-08-13,2027-11-30,2027-11-30,69.14,74.98,PRJ-517092,OCMS-609241,PM-2078176
PAI-04666,Rail Corridor Railways Project 04666,Ministry of Power,Jal Board,Railways,Assam,Rail Corridor,2025-05-12,2025-09-15,2029-09-19,2029-10-19,14.89,15.89,PRJ-493927,OCMS-223651,PM-1197570
PAI-04667,River Management Water Project 04667,Ministry of Health & Family Welfare,CPWD,Water,Nagaland,River Management,2023-03-05,2023-10-04,2028-02-29,2028-02-29,23.99,26.26,PRJ-810421,OCMS-852496,PM-9446331
PAI-04668,Substation Power Project 04668,Ministry of Health & Family Welfare,Metro Rail Corporation,Power,Telangana,Substation,2025-05-31,2025-07-10,2027-09-04,2027-09-04,25.54,31.37,PRJ-466693,OCMS-554646,PM-7745245
PAI-04669,Metro Urban Development Project 04669,Ministry of Power,RVNL,Urban Development,Rajasthan,Metro,2023-05-28,2023-11-25,2025-10-31,2025-10-31,54.53,65.55,PRJ-436974,OCMS-190032,PM-7801272
PAI-04670,Medical College Healthcare Project 04670,Ministry of Road Transport & Highways,NHAI,Healthcare,Chhattisgarh,Medical College,2023-06-28,2023-12-25,2025-09-10,2025-12-09,18.19,18.31,PRJ-795837,OCMS-996764,PM-6725329
PAI-04671,Research Facility Education Project 04671,Ministry of Road Transport & Highways,Jal Board,Education,Tripura,Research Facility,2023-08-22,2024-01-24,2025-10-18,2026-07-15,56.66,61.73,PRJ-314849,OCMS-606638,PM-8569096
PAI-04672,Logistics Hub Ports Project 04672,Ministry of Education,RVNL,Ports,Sikkim,Logistics Hub,2023-02-08,2023-10-15,2025-10-19,2025-12-18,14.12,16.18,PRJ-793007,OCMS-814399,PM-6454416
PAI-04673,Bridge Roads Project 04673,Ministry of Health & Family Welfare,Jal Board,Roads,Tamil Nadu,Bridge,2025-02-19,2025-11-21,2028-07-30,2028-08-29,11.91,12.33,PRJ-125855,OCMS-810048,PM-6263423
PAI-04674,Freight Corridor Railways Project 04674,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Railways,Tripura,Freight Corridor,2023-07-13,2023-09-18,2027-10-24,2027-11-23,45.23,52.86,PRJ-987589,OCMS-739752,PM-6158920
PAI-04675,Water Supply Water Project 04675,Ministry of Housing & Urban Affairs,Jal Board,Water,Nagaland,Water Supply,2023-08-24,2024-06-13,2028-04-21,2028-06-20,27.3,32.79,PRJ-168684,OCMS-387273,PM-3164159
PAI-04676,Generation Power Project 04676,Ministry of Railways,Metro Rail Corporation,Power,Uttarakhand,Generation,2023-10-24,2024-05-10,2028-09-13,2028-09-13,45.7,48.11,PRJ-636217,OCMS-448470,PM-1198430
PAI-04677,Urban Mobility Urban Development Project 04677,Ministry of Road Transport & Highways,Metro Rail Corporation,Urban Development,Nagaland,Urban Mobility,2023-02-19,2023-06-02,2027-07-11,2027-10-09,44.66,48.48,PRJ-462378,OCMS-628109,PM-7323909
PAI-04678,Health Centre Healthcare Project 04678,Ministry of Power,State PWD,Healthcare,Assam,Health Centre,2025-01-19,2025-06-02,2028-06-02,2028-08-31,6.22,6.88,PRJ-252268,OCMS-979708,PM-7261016
PAI-04679,School Education Project 04679,"Ministry of Ports, Shipping & Waterways",NHAI,Education,Madhya Pradesh,School,2024-07-10,2024-09-17,2028-09-20,2028-09-20,15.79,18.82,PRJ-592441,OCMS-416710,PM-5138612
PAI-04680,Terminal Ports Project 04680,Ministry of Housing & Urban Affairs,RVNL,Ports,Uttar Pradesh,Terminal,2023-03-20,2023-12-01,2026-10-20,2026-10-20,34.13,38.39,PRJ-585733,OCMS-386122,PM-6099400
PAI-04681,Expressway Roads Project 04681,Ministry of Jal Shakti,Metro Rail Corporation,Roads,Bihar,Expressway,2025-02-12,2025-05-02,2028-11-19,2028-11-19,14.18,17.78,PRJ-600287,OCMS-173896,PM-7852953
PAI-04682,Freight Corridor Railways Project 04682,Ministry of Jal Shakti,IRCON,Railways,Bihar,Freight Corridor,2024-09-24,2025-02-20,2027-03-21,2027-03-21,51.31,51.31,PRJ-720947,OCMS-993175,PM-9687756
PAI-04683,River Management Water Project 04683,Ministry of Health & Family Welfare,CPWD,Water,Sikkim,River Management,2023-08-30,2024-04-14,2028-04-15,2029-01-10,47.41,56.8,PRJ-703838,OCMS-133012,PM-3798136
PAI-04684,Generation Power Project 04684,Ministry of Housing & Urban Affairs,RVNL,Power,Punjab,Generation,2024-07-19,2024-09-08,2027-06-02,2027-06-02,48.56,49.27,PRJ-118244,OCMS-940886,PM-9092988
PAI-04685,Urban Mobility Urban Development Project 04685,Ministry of Railways,Metro Rail Corporation,Urban Development,Meghalaya,Urban Mobility,2025-01-04,2025-07-07,2029-11-16,2029-11-16,87.39,107.4,PRJ-891887,OCMS-519353,PM-7886249
PAI-04686,Health Centre Healthcare Project 04686,Ministry of Health & Family Welfare,National Highways Authority,Healthcare,Karnataka,Health Centre,2024-09-05,2024-12-03,2029-01-29,2029-01-29,28.33,29.33,PRJ-341781,OCMS-167819,PM-4831787
PAI-04687,School Education Project 04687,Ministry of Road Transport & Highways,NTPC,Education,Goa,School,2023-01-06,2023-08-03,2027-10-28,2027-10-28,16.28,18.84,PRJ-734448,OCMS-355084,PM-1647290
PAI-04688,Terminal Ports Project 04688,Ministry of Jal Shakti,CPWD,Ports,Bihar,Terminal,2023-01-19,2023-09-22,2027-12-09,2027-12-09,6.53,7.18,PRJ-652120,OCMS-385459,PM-5953009
PAI-04689,Road Widening Roads Project 04689,Ministry of Education,NTPC,Roads,Tripura,Road Widening,2023-07-15,2024-04-08,2025-11-18,2025-11-18,8.15,9.77,PRJ-161335,OCMS-782277,PM-9735407
PAI-04690,Station Railways Project 04690,Ministry of Railways,RVNL,Railways,Manipur,Station,2023-03-23,2023-06-14,2027-11-30,2028-01-29,37.04,40.93,PRJ-107780,OCMS-284836,PM-8038673
PAI-04691,Irrigation Water Project 04691,Ministry of Housing & Urban Affairs,NHAI,Water,West Bengal,Irrigation,2023-09-06,2024-05-25,2026-08-07,2026-08-07,50.32,55.42,PRJ-648490,OCMS-936364,PM-4221397
PAI-04692,Transmission Power Project 04692,Ministry of Jal Shakti,NHAI,Power,Jharkhand,Transmission,2025-03-17,2025-11-28,2027-07-28,2027-10-26,2.92,3.23,PRJ-592373,OCMS-410951,PM-6879242
PAI-04693,Urban Mobility Urban Development Project 04693,Ministry of Housing & Urban Affairs,National Highways Authority,Urban Development,Mizoram,Urban Mobility,2024-10-20,2025-03-01,2028-03-16,2028-06-14,54.41,58.42,PRJ-763522,OCMS-743866,PM-9152077
PAI-04694,Health Centre Healthcare Project 04694,Ministry of Road Transport & Highways,NTPC,Healthcare,Rajasthan,Health Centre,2024-01-21,2024-07-12,2028-10-22,2028-10-22,10.71,12.68,PRJ-862810,OCMS-285490,PM-4779338
PAI-04695,Research Facility Education Project 04695,"Ministry of Ports, Shipping & Waterways",NTPC,Education,Himachal Pradesh,Research Facility,2024-08-27,2025-03-12,2028-10-26,2028-10-26,46.02,56.7,PRJ-548522,OCMS-966915,PM-4160727
PAI-04696,Harbour Ports Project 04696,Ministry of Housing & Urban Affairs,NHPC,Ports,Sikkim,Harbour,2024-04-24,2024-09-02,2026-09-26,2026-09-26,23.57,23.68,PRJ-829925,OCMS-293907,PM-7264822
PAI-04697,Highway Roads Project 04697,Ministry of Railways,State PWD,Roads,Chhattisgarh,Highway,2024-03-29,2024-12-03,2028-08-28,2028-08-28,68.79,69.85,PRJ-931320,OCMS-835217,PM-8783373
PAI-04698,Bridge Railways Project 04698,"Ministry of Ports, Shipping & Waterways",CPWD,Railways,Telangana,Bridge,2024-08-27,2024-11-05,2027-10-12,2027-10-12,31.0,34.94,PRJ-660830,OCMS-299070,PM-3425204
PAI-04699,Dam Water Project 04699,Ministry of Health & Family Welfare,NHPC,Water,Punjab,Dam,2023-01-11,2023-06-28,2027-10-05,2027-10-05,22.55,22.65,PRJ-162072,OCMS-971350,PM-3017338
PAI-04700,Generation Power Project 04700,Ministry of Railways,National Highways Authority,Power,Nagaland,Generation,2023-05-06,2023-07-23,2028-05-25,2028-11-21,53.02,67.26,PRJ-225666,OCMS-687966,PM-9591801
PAI-04701,Housing Urban Development Project 04701,Ministry of Railways,IRCON,Urban Development,Meghalaya,Housing,2025-02-20,2025-07-26,2029-09-17,2029-10-17,30.4,37.13,PRJ-910720,OCMS-695111,PM-3158342
PAI-04702,Health Centre Healthcare Project 04702,Ministry of Railways,NHAI,Healthcare,Rajasthan,Health Centre,2023-07-22,2024-05-06,2025-12-07,2026-01-06,104.66,122.41,PRJ-228733,OCMS-801300,PM-5280190
PAI-04703,University Education Project 04703,Ministry of Power,IRCON,Education,West Bengal,University,2023-02-14,2023-06-12,2025-08-23,2025-11-21,26.83,33.42,PRJ-901377,OCMS-319226,PM-1948462
PAI-04704,Harbour Ports Project 04704,Ministry of Railways,NTPC,Ports,Madhya Pradesh,Harbour,2024-05-01,2024-10-02,2026-12-06,2027-06-04,15.85,16.17,PRJ-957150,OCMS-109796,PM-9560743
PAI-04705,Bridge Roads Project 04705,"Ministry of Ports, Shipping & Waterways",RVNL,Roads,Gujarat,Bridge,2023-11-04,2024-08-06,2026-03-20,2026-03-20,11.78,13.31,PRJ-928630,OCMS-986852,PM-2778157
PAI-04706,Freight Corridor Railways Project 04706,Ministry of Education,National Highways Authority,Railways,Kerala,Freight Corridor,2025-05-21,2026-03-02,2030-02-24,2030-02-24,49.81,55.64,PRJ-383255,OCMS-790734,PM-7101462
PAI-04707,Water Supply Water Project 04707,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Water,Andhra Pradesh,Water Supply,2025-03-09,2025-07-30,2027-02-25,2027-02-25,99.23,120.46,PRJ-612375,OCMS-289812,PM-7022771
PAI-04708,Renewable Energy Power Project 04708,Ministry of Railways,RVNL,Power,Uttar Pradesh,Renewable Energy,2023-08-06,2024-05-14,2026-09-16,2026-09-16,52.49,62.65,PRJ-219775,OCMS-504079,PM-3285820
PAI-04709,Urban Mobility Urban Development Project 04709,Ministry of Housing & Urban Affairs,State PWD,Urban Development,Uttar Pradesh,Urban Mobility,2025-03-23,2025-11-28,2029-11-03,2029-11-03,18.08,21.78,PRJ-771797,OCMS-983893,PM-8771467
PAI-04710,Hospital Healthcare Project 04710,Ministry of Jal Shakti,Jal Board,Healthcare,Punjab,Hospital,2023-07-04,2023-09-22,2026-06-07,2026-06-07,111.72,130.2,PRJ-740668,OCMS-909927,PM-4315607
PAI-04711,University Education Project 04711,Ministry of Railways,State PWD,Education,Maharashtra,University,2023-10-15,2023-12-17,2028-03-12,2028-03-12,7.88,7.98,PRJ-848440,OCMS-824230,PM-4543794
PAI-04712,Port Expansion Ports Project 04712,"Ministry of Ports, Shipping & Waterways",NTPC,Ports,Assam,Port Expansion,2025-04-06,2026-01-20,2028-02-04,2028-03-05,14.31,16.04,PRJ-857876,OCMS-927990,PM-7780548
PAI-04713,Bridge Roads Project 04713,Ministry of Education,Jal Board,Roads,Haryana,Bridge,2023-10-05,2024-03-06,2028-08-26,2028-10-25,24.25,25.35,PRJ-256183,OCMS-415064,PM-6007648
PAI-04714,Rail Corridor Railways Project 04714,Ministry of Railways,NTPC,Railways,Goa,Rail Corridor,2024-06-14,2024-08-28,2027-07-09,2028-01-05,21.16,24.17,PRJ-156954,OCMS-234580,PM-8164256
PAI-04715,Dam Water Project 04715,Ministry of Jal Shakti,Metro Rail Corporation,Water,Odisha,Dam,2025-06-14,2026-03-19,2028-09-13,2028-09-13,19.15,20.9,PRJ-546493,OCMS-626112,PM-2589198
PAI-04716,Generation Power Project 04716,Ministry of Jal Shakti,CPWD,Power,Punjab,Generation,2024-11-20,2025-03-01,2029-09-23,2029-09-23,14.9,16.88,PRJ-287844,OCMS-793154,PM-3308432
PAI-04717,Metro Urban Development Project 04717,Ministry of Railways,Jal Board,Urban Development,Odisha,Metro,2024-11-02,2024-12-16,2029-01-09,2029-01-09,55.87,57.35,PRJ-853365,OCMS-240859,PM-9086085
PAI-04718,Health Centre Healthcare Project 04718,Ministry of Housing & Urban Affairs,RVNL,Healthcare,Assam,Health Centre,2024-06-17,2024-12-15,2027-07-02,2027-07-02,29.15,34.46,PRJ-150597,OCMS-696139,PM-9090327
PAI-04719,University Education Project 04719,Ministry of Health & Family Welfare,National Highways Authority,Education,Gujarat,University,2023-08-11,2024-04-01,2027-08-14,2027-08-14,5.37,6.81,PRJ-123427,OCMS-147449,PM-8777167
PAI-04720,Logistics Hub Ports Project 04720,Ministry of Road Transport & Highways,CPWD,Ports,Goa,Logistics Hub,2023-12-02,2024-01-22,2026-09-27,2026-09-27,12.48,15.38,PRJ-779056,OCMS-415427,PM-1912120
